845,"Frank Lloyd Wright for Everyman: The Malcolm Willey House and the Lindholm Service Station"
846,"Anastylosis: Drawings by Mary Griep"
847,"War Mediated: Work by Camille Gage, Justin Newhall, and Megan Vossler"
848,"In Her Own Right: Minnesota's First Generation of Women Artists"
849,"Art in America: 300 Years of Innovation"
850,"Rapid Exposure: Warhol in Series"
851,"Gus Foster and Ando Hiroshige: The Tokaido Road"
852,"The Dancer: Degas, Forain, and Toulouse-Lautrec"
853,"Babylone"
854,"Uzbek Embroidery in the Nomadic Tradition: The Jack A. and Aviva Robinson Collection"
855,"Art of the Royal Court: Treasures in Pietre Dure from the Palaces of Europe"
856,"Rococo: The Continuing Curve 1730-2008"
857,"Great Ukiyo-e Masters: Harunobu, Utamaro, Hokusai, Hiroshige--Treasures from the Collection of the Minneapolis Institute of Arts"
858,"Veiled Communications: Head Coverings from South Asia"
859,"Brilliant Examples: Selections of European Silver 1500-1900"
861,"I Will Follow You Into the Dark: Paintings by Megan Rye"
862,"Hiddur Mitzvah: Aesthetics in Jewish Ritual Art"
863,"Arts of Japan: The John C. Weber Collection"
864,"Les Femmes Impressionnistes: Mary Cassatt, Berthe Morisot, Eva Gonzalès, Marie Bracquemond"
865,"Bernini and the Birth of Baroque Portrait Sculpture"
866,"The Deluded Eye: Five Centuries of Deception"
867,"Camille Corot"
868,"Arshile Gorky: A Retrospective"
870,"Endless Forms: Charles Darwin, Natural Science, and the Visual Arts"
871,"Holiday Traditions"
872,"A Mirror of Nature: Nordic Landscape Painting 1840-1910"
873,"Streamline Design: The Essence of Speed"
874,"From Peasants to Presidents: Sweden's Greatest Etcher"
876,"Dove/O'Keeffe: Circles of Influence"
877,"La Volupté du goût: French Painting in the Age of Madame de Pompadour"
878,"Call and Response: New work by Ta-Coumba Aiken"
879,"River to Infinity – The Vanishing Points"
883,"INDIA: Public Places, Private Spaces: Contemporary Photography and Video Art"
884,"Cezanne and Beyond"
885,"The Prints of Sean Scully"
886,"Play and Ceremony: Cherished Items for Children"
887,"Whistler Circles"
888,"The Birth of Expressionism: Brücke in Dresden and Berlin, 1905-1913"
891,"Illumination: The Paintings of Georgia O'Keeffe, Agnes Pelton, Agnes Martin, and Florence Miller Pierce"
892,"Art and Power in the Central African Savanna"
893,"Man Ray, African Art and the Modernist Lens"
894,"Starting from Scratch: American and European Art in the Aftermath of World War II (1945-1950)"
895,"The Finest in the Western Country: Wisconsin Decorative Arts 1820-1900"
899,"Global Ceramics: Transforming Women's Traditions"
900,"Jordaens: The Making of a Masterpiece"
901,"Multiple Personalities: Figural Sculpture and Contemporary Craft"
902,"Picturing History: Paintings and Studies of Art, Artifacts, Furniture and Architecture of the Minneapolis Institute of Arts by Richard Rock"
903,"Abinadi Meza: Found Voice, Solo Museum"
904,"Framing: ""Alec Soth: Sleeping by the Mississippi"""
905,"Friedlander: Photography"
906,"Hail to the Chief: Images of the American Presidency"
909,"Artist Couples - Love, Art and Passion"
910,"Becoming Edvard Munch: Influence, Anxiety, and Myth"
912,"Tom Arndt's Minnesota"
913,"Middeleeuwse Kunst der Noordelijke Nederlanden: 150 jaar Rijksmuseum jubileumtentoonstelling, Amsterdam"
914,"The Jones Collection. The Bequests of Herschel V. and Tessie Jones"
915,"Exposition des Primitifs flamands et d'Art Ancien"
916,"Meesterwerken uit vier eeuwen 1400-1800"
917,"Fleurs et Jardins dans l'art flamand"
918,"Fortieth Anniversary Exhibition of Forty Masterpieces"
919,"Masterpieces of Flemish Art: Van Eyck to Bosch"
920,"Nederlandse Primitieven: Uit Nederlands Particulier Bezit"
921,"Anonieme Vlaamse Primitieven: Zuidnederlandse Meesters met Noodnamen van de 15de en het begin van de 16de eeuw"
922,"Virgin and Child in a Landscape"
923,"Kunsthistorische Ausstellung"
924,"Loan Exhibition of Flemish Primitives and Objects of Art in aid of the French Hospital in New York"
925,"A Century of Progress: Exhibition of Paintings and Sculpture Lent from American Collections"
926,"Landscape Paintings"
927,"The Worcester-Philadephia Exhibition of Flemish Painting"
928,"Landscape: An Exhibition of Paintings"
929,"Holbein and His Contemporaries: A Loan Exhibition of Painting in France, The Netherlands, Germany and England"
931,"Observations: The Female Image"
932,"Centennial Exhibition"
933,"The Art of Collecting: Acquisitions at The Minneapolis Institute of Arts, 1980-1985"
934,"Mirror of Empire: Dutch Marine Art of the Seventeenth Century"
935,"Dutch Mannerism: Apogee and Epilogue"
936,"Dutch Life in the Golden Century: An Exhibition of Seventeenth Century Dutch Painting of Daily Life"
937,"The Bible Through Dutch Eyes: From Genesis Through the Apocrypha"
939,"Sports and Recreation Panorama"
940,"Fine Art in Sports"
941,"Glass Vessels in Dutch Painting of the 17th Century"
942,"Paintings and Sculpture from the Minneapolis Institute of Arts"
943,"Smoke and Mirrors | Vance Gellert"
946,"The Christmas Story"
947,"Seventeenth Century Dutch Masterpieces"
948,"Dutch Masterpieces"
949,"Treasures of Dutch Old Masters"
950,"Realism in Painting and Sculpture"
951,"Insult and Injury: Elaborations on Christ's Passion"
954,"Trafalgar Galleries at the Royal Academy IV"
955,"Robert Rauschenberg: Prints/Editions 1962-78"
956,"Outside Influences: Jack Lenor Larsen and African Aesthetics"
957,"Unconventional Wisdom"
958,"Millions of Innocent Accidents"
960,"The Spectacular Art of Jean-Léon Gérôme"
961,"Degas: Master of French Art"
964,"Otto Dix"
966,"The Steins Collect: Matisse, Picasso, and the Parisian Avant-Garde"
969,"The Most Beautiful Museum in the World"
970,"Wild Thing: Epstein, Gaudier-Brzeska and Gill"
971,"De la scène au tableau"
972,"Venice in Canaletto's Age"
973,"Paths to Abstraction"
974,"Philips Wouwerman (1619-1668)"
976,"The Sound of One Hand: Paintings and Calligraphy by Zen Master Hakuin"
977,"Mining Melodrama (working title)"
978,"Jaromír Funke and the Amateur Avant-Garde"
979,"Beyond the Maker's Mark: Paul de Lamerie Silver in the Cahn Collection"
980,"Noble Dreams & Simple Pleasures: American Masterworks from Minnesota Collections"
981,"Alexander Roslin and the Comtesse d'Egmont Pignatelli"
982,"The Art and Wit of Caricature: The English Tradition"
983,"Eero Saarinen: Shaping the Future"
984,"The Art and Wit of Caricature: Honoré Daumier"
986,"Masterpiece Photographs from the Minneapolis Institute of Arts: The Curatorial Legacy of Carroll T. Hartwell"
987,"Strange Ornament from the Renaissance Mind"
988,"Time and Tide: The Changing Art of the Asmat of New Guinea"
989,"Holiday Traditions"
990,"Journey to the Surface of the Earth"
991,"Un grande maestro da riscoprire: Gregorio Guglielmi, pittore romano del Settecento"
992,"Joint Ownership 2009-2010"
993,"Michael Peterson: Evolution/Revolution"
994,"Pastoral Vermont: The Vision of Luigi Lucioni"
995,"Matisse Between the Wars"
996,"Expanded Drawing"
997,"The Lens of Impressionism: Photography and Painting Along the Normandy Coast"
998,"Outside Influences: Jack Lenor Larsen on the Silk Road"
999,"Catalogue of pictures by Italian, Spanish, Flemish, Dutch, French, and English masters"
1000,"Art Treasures of the United Kingdom"
1001,"Spanish Old Masters"
1002,"Spanish Painting from El Greco to Goya"
1003,"Exhibition of Spanish Painting"
1004,"A Century of Progress: Exhibition of Paintings and Sculpture"
1005,"Masters of Spanish Painting"
1006,"Masterpieces of Art"
1007,"El Greco: Loan Exhibition for the Benefit of the Greek War Relief Association"
1008,"Spanish Painting"
1009,"El Greco"
1010,"Loan Exhibition of Masterworks by El Greco"
1011,"Pontormo to Greco: The Age of Mannerism"
1012,"Venetian Tradition"
1013,"An Inaugural Exhibition: El Greco, Rembrandt, Goya, Cézanne, Van Gogh, Picasso"
1014,"The Italian Heritage"
1015,"Harry D. M. Grier Memorial Loan Exhibition: Paintings and Drawings Related to Works in the Frick Collection"
1016,"El Greco of Toledo"
1023,"Scroll (2007.83.3) Conservation"
1024,"Vishnu: Hinduism's Blue-Skinned Savior"
1025,"Impressionist Gardens"
1026,"Swiss Graphic Design: Precision and Presence"
1027,"Surreal Things: Surrealism and Design"
1028,"Art in Bloom 2009"
1029,"Tissot's London"
1031,"Passion in Venice: Crivelli to Tintoretto and Veronese"
1032,"Roy Lichtenstein: The Black and White Drawings (1961-1968)"
1033,"A Case for Wine from King Tut to Today"
1034,"Ancient Pathways to the Modern World: Traveling the Silk Road"
1035,"Holy Land: Sara Belleau"
1036,"Sin and Guilt, Paintings by Nancy Robinson"
1039,"The Allure of La Serenissima: Eighteenth-Century Venetian Art"
1041,"Der Blaue Reiter, Jawlensky, Kandinsky und die Folgen - Das Geistige in der Kunst"
1042,"Au Courant: Robert Rauschenberg's Current Series"
1044,"Display in main exhibition gallery"
1045,"Unspoken Messages: The Art of the Necklace"
1046,"iAfrica: Connecting with Sub-Saharan Art"
1047,"Josef Sudek and Czech Photography"
1048,"A Constant Line: Don Myhre and Cherlye Melander"
1049,"The Night Sky in the Age of Vermeer: The Astronomer in Context"
1050,"Photographer to the Tsar: Revealing the Silk Road"
1051,"Afro Modern: Journeys Through the Black Atlantic"
1052,"Ernst Ludwig Kirchner"
1053,"From Towers to Teakettles: Michael Graves Architecture and Design"
1054,"The Vorticists: Rebel Artists in London and New York, 1914-1918"
1055,"Mondrian"
1056,"Monet's Water Lilies"
1057,"Paul Gauguin: Maker of Myth"
1059,"Warmth and Whimsy: Josefina Aguilar"
1060,"We Believe in Some Thing: Roxanne Jackson"
1061,"New Pictures 1: Noriko Furunishi"
1062,"From Our Ancestors: Art of the White Clay People"
1063,"Holiday Traditions"
1064,"The Orient Expressed: Japan's Influence of Western Art, 1854-1918"
1066,"Tauromachies: From Myth to Ritual"
1067,"To Make a World: George Ault and 1940s America"
1069,"Dali: The Late Work"
1070,"Elmyr de Hory, Artist and Faker"
1071,"Until Now: Collecting the New (1960-2010)"
1072,"Chardin: 1699 - 1779"
1073,"Europe's Exoticized East"
1074,"“Scrap” by Michael Kareken"
1075,"Commuter: Tetsuya Yamada"
1076,"In Pursuit of a Masterpiece"
1077,"The Louvre and the Masterpiece"
1078,"Pictures by Old Masters"
1079,"Masters of Seventeenth-Century Dutch Genre Painting"
1080,"Recent Acquisitions - September 1989 - December 1989"
1083,"Masters of Light: Dutch Painters in Utrecht During the Golden Age"
1084,"Galerie de Feu S.E. le Cardinal Fesch"
1085,"Gemälde Alter Meister"
1086,"Van Dijck Tentoonstelling"
1087,"Exhibition of Works by Van Dyck, 1591-1641"
1088,"Masterpieces from the Cook Collection of Richmond, England"
1089,"Flemish Art, 1300-1700"
1090,"Masters of the Loaded Brush: Oil Sketches from Rubens to Tiepolo"
1091,"Van Dyck as Religious Artist"
1092,"The Young Van Dyck"
1093,"Anthony van Dyck: Paintings in the Grand Manner"
1094,"The Age of Rubens"
1095,"Remington's Bronco Buster: From Art Icon to Pop Icon"
1096,"New Pictures 2: Marco Breuer"
1097,"Desire and Deliverance: Drama in the Old Testament"
1099,"Orientalism in Europe: Delacroix to Kandinsky"
1100,"Egon Schiele: Self-Portraits and Portraits"
1102,"Delacroix: De l'idée à l'expression (1798-1863)"
1103,"Double Solitaire: The Surrealist Worlds of Kay Sage and Yves Tanguy"
1104,"Pre-Raphaelites: Victorian Avant-Garde"
1105,"Modigliani Scultore"
1106,"New Old Masters"
1108,"Rembrandt in America"
1109,"Basins, Baskets, and Bowls: Women Explore the Vessel"
1110,"Masks from the West-African Dan People"
1111,"Cover Story: Master Bookbindings from the Collection"
1112,"Robert Bergman: Portraits, 1986-1995"
1113,"Beware Her Wiles: Woman as Temptress in the Renaissance Tradition"
1114,"Embarrassment of Riches: Picturing Global Wealth, 2000-2010"
1115,"Nordic Modern"
1116,"The Voided: Eun-Kyung Suh"
1119,"Kuon (Eternal Flow of Time): Mayumi Amada"
1120,"This Here Now, Nature and Human Consciousness"
1121,"Hidden Treasures: Illuminated Manuscripts from Midwestern Collections"
1122,"On Line: Drawing Through the Twentieth Century"
1128,"The Art of Sight, Sound and Heart.  Visualizing Japanese Theatre"
1129,"Knoll Textiles in Modern Furniture and Interiors"
1130,"Matisse e Michelangelo.  La seduzione della forma"
1131,"The Experimental Print: Stanley William Hayter and Artists of Atelier 17"
1132,"New Pictures 3: James Welling, Glass House"
1133,"Chairevolution! 300 Years of Designing the Chair"
1134,"Wide-Eyed: Panoramic Photographs"
1135,"Holiday Traditions"
1136,"Sol LeWitt 2D + 3D"
1137,"Giovanni Segantini"
1138,"De Kooning: A Retrospective"
1141,"Constantin Brancusi and Richard Serra"
1142,"Käthe Kollwitz: Making the Human"
1143,"The Spectacular of Vernacular"
1144,"Dale Nichols: Transcending Regionalism"
1145,"Inventing the Modern World: Decorative Arts at the World's Fair 1851-1939"
1147,"Flourish – Jennifer Davis, Erika Olson, Terrence Payne and Joe Sinness"
1148,"Bad to the Bone: Prints from the Grip of Death"
1149,"From Press to Page: Book Arts in Minnesota"
1150,"The Fabric of Society: 1,500 Years of African Textiles"
1151,"Edvard Munch.  Mystery behind the Canvas"
1152,"Americans in Florence, Sargent and the American Impressionists"
1153,"Art in Wisconsin"
1155,"Degas: Form, Movement and the Antique"
1156,"Wisconsin Ideas"
1157,"Reflections of the Buddha"
1158,"Heroic Africans: Legendary Leaders, Iconic Sculptures"
1159,"Shapeshifting: Transformations in Native American Art"
1160,"Facing the Lens: Portraits of Photographers"
1163,"Hot House: Flowers for after the Frost"
1166,"Venice on Paper"
1167,"Saints and Sinners: Women in Renaissance Prints"
1168,"The Genius of Martin Schongauer: The Engravings"
1169,"Visions of Piety: Devotional Prints in the Counter-Reformation"
1171,"Wild Things"
1172,"William Blake: Illustrations of The Book of Job"
1173,"L’Ancien Régime: Life at the French Court in the 17th and 18th Centuries"
1174,"In Full Bloom: Masterworks of Flower Illustration"
1175,"From Rembrandt to Matisse: Selected Works on Paper"
1176,"From Dürer to Picasso: Selections from the Department of Prints and Drawings"
1177,"Sir Francis Seymour Haden: Physician and Printmaker"
1178,"Metamorphosis: Maria Sibylla Merian's Insects of Suriname"
1179,"On the Same Page: Artist's Books New to the Collection"
1180,"Edward Ruscha: Stains"
1181,"The Pose of Poetry and Prose: Aristide Maillol Interprets the Artist's Book"
1182,"Pablo Picasso: Livres d'Artistes"
1183,"Breaking with Convention: Avant-garde Artist's Books"
1184,"Extraordinary Editions: Artist's Books of the 20th Century, Part I and II"
1185,"Marks of Intention: Abstract Art on Paper 1945-2005"
1186,"The 1960s: Prints and Editions"
1187,"From Life: Figural Art on Paper, 1980-2006"
1188,"Space/Surface: Contemporary Sculptors as Printmakers"
1189,"Shaping Reality: Geometric Abstraction after 1960"
1190,"Wordscapes: Text as Image in Contemporary Art"
1191,"From Frankenthaler to Freud: Master Contemporary Prints from the Permanent Collection"
1192,"The Artful Animal: 500 Years of Beasts, Birds, and Other Earthly Creatures"
1193,"Twelve American Artists: Prints, Drawings, Oils"
1194,"Pop on Paper"
1195,"Contemporary Art on Paper, 1990-2000"
1197,"Matisse / Jazz"
1198,"Etchings by William Hogarth"
1199,"Copper Into Gold: The Etchings and Drypoints of James McNeill Whistler"
1200,"Vermillion Editions, Ltd. - Part II"
1201,"American Artists' Books: 1967-2004 from the Collection of The Minneapolis Institute of Arts"
1203,"Ed Ruscha"
1205,"Etchings by Jacques Callot"
1208,"Rembrandt as Printmaker"
1213,"The Nabis"
1214,"A Vision of Paris: Etchings of Charles Meryon"
1215,"At the Water's Edge: 19th-Century Prints from the Jones Collection"
1217,"The Prints of Francisco Goya"
1218,"Albrecht Dürer and the Prints of the Danube School"
1219,"Old Master Prints from the Permanent Collection"
1220,"Monsters and Mayhem: Renaissance Prints from the Jones Collection"
1221,"Käthe Kollwitz: Prints with a Purpose"
1222,"Flemish Fantasia: Invention and Imagination in Sixteenth Century Flemish Engravings"
1223,"The Painted Page"
1224,"The Book of Hours"
1227,"Old Master Drawings: Steps in Artistic Creation"
1228,"Surreal Objects"
1229,"Global Positioning c. 1600: A Rare World Map"
1230,"Drawings for the New Century"
1233,"American Indian gallery reinstallation"
1234,"Painting Before and After Words: Margaret Wall-Romana"
1235,"Ground Truth: Peter Happel Christian"
1236,"Beauty and Power: Renaissance and Baroque Bronzes from the Peter Marino Collection"
1237,"New Pictures 4: Evidence by Angela Strassheim"
1238,"Midnight Party"
1239,"Goshka Macuga: It Broke From Within"
1242,"Homecoming: The Art Collection of James J. Hill"
1247,"Magnifying Nature: 1960s Printed Textiles"
1248,"Art of the Native Americans: The Thaw Collection"
1249,"The Mourners: Tomb Sculptures from the Court of Burgundy"
1250,"Titian and the Golden Age of Venetian Painting: Masterpieces from the National Galleries of Scotland"
1254,"Foot in the Door 4"
1255,"Lost Wax, Found Sculpture"
1258,"Collateral Damage: Scenes from a War"
1259,"Face to Face"
1260,"MCAD@MIA"
1262,"A Field Guide to Snow and Ice: Paula McCartney"
1263,"Ornamental Invasion: Liz Miller"
1264,"Who's Afraid of Edith Carlson?"
1266,"Lyonel Feininger:  At the Edge of the World"
1267,"Vasari, Gli Uffizi E Il Duca"
1268,"Juan Gris.  Rimes de la forme et de la couleur"
1269,"The Experiment Continues: Design from 1945 to the Present"
1270,"Paris in the Twenties"
1271,"Elihu Vedder: Voyage on the Nile"
1274,"The Young Van Dyck at the Prado"
1278,"Legacy: The Artistry of the Wyeth Family"
1279,"Manet: Portraying Life"
1281,"Tiziano e l'idea del paesaggio nella pittura del Cinquecento"
1283,"Afro Basaldella.  The American Period"
1284,"Bodies and Shadows: Caravaggio and His Legacy"
1285,"Kano Sanraku and Sansetsu"
1286,"Earth, Water, Fire"
1287,"Governor's Residence: 2011-2013"
1289,"Conversations with Wood: Selections from the Waterbury Collection"
1290,"A Connoisseur’s Cabinet: Drawings from the Joseph F. McCrindle Collection"
1291,"Michael Mazur: The Inferno of Dante"
1292,"The Sports Show"
1293,"Woven and Worn: Textile Arts and Silverwork of the Diné"
1294,"Finally, We Are All Young Again: Adam Caillier and Michael Mott"
1295,"Movie: Scott Nedrelow"
1297,"A Means of Escape: European Posters from 1889 to 1930"
1298,"New Pictures 5: Jason Fulford"
1299,"Edo Pop: The Graphic Impact of Japanese Prints"
1304,"Highpoint Editions—Decade One"
1307,"The Saint John's Bible: Amen!"
1311,"Bonjour Japon: A Parisian Love Affair with Japanese Art"
1314,"Governor's Residence: 2011-2013 (2)"
1315,"Marsden Hartley in Dogtown"
1317,"Picasso Black and White"
1318,"Hokusai: Thirty-Six Views of Mount Fuji"
1319,"The Art of Golf"
1320,"Gauguin, Cézanne, Matisse: Visions of Arcadia"
1321,"1912 - Mission Moderne"
1322,"The Magical City"
1323,"Revealing the African Presence in Renaissance Europe"
1324,"Craft and the Hand: From Visible to Integral"
1326,"Winterlights at the Purcell-Cutts House"
1327,"Semblances: Jennifer Danos, Natasha Pestich and Marcus Young"
1328,"Richard Hamilton: Pop Art Pioneer, 1922-2011"
1329,"The Sports Show: Minnesota"
1333,"Painted to Printed: The Book In Transition"
1335,"Winona Free Public Library 1947"
1336,"Frank Gaard: Poison & Candy"
1337,"Centennial Minnesota Paintings"
1344,"Accomplishments: Minnesota Art Projects in the Depression Years"
1355,"International Multifoods Corporation 1972 to 1974"
1356,"Orchestra Hall 1980 to 1985"
1357,"John Anderson: Minnesota Abstractionist"
1367,"Second Annual Paintings Exhibition"
1368,"First National Painting Annual"
1369,"George Ault Nocturnes"
1370,"Samuel M. Kootz Gallery 1958"
1371,"The New American Painting"
1372,"Yoshida Hodaka and Post World War II Japanese and American Artistic Exchange"
1373,"Lifelike"
1374,"Governor's Residence: 2012"
1375,"The Social Body: Malian Photography from the Studio to the Street"
1376,"Ten Americans"
1377,"American Painting, 1910 to 1960: A Special Exhibition Celebrating the 50th Anniversary of the Association of College Unions"
1378,"William Baziotes Memorial Exhibition"
1379,"The American Vision"
1380,"William Baziotes: Late Work 1946 to 1962"
1381,"Imagination: Dreams, Fantasies, Nightmares"
1382,"William Baziotes: A Retrospective Exhibtion"
1383,"Founders and Heirs of the New York School"
1388,"William Baziotes Retrospective"
1389,"Farmers and Mechanics Bank 1965"
1390,"Three Hundred Years of American Art"
1391,"Grete Marks: When Modern was Degenerate"
1392,"Century of the Child: Growing by Design, 1900-2000"
1393,"Awash in Color: French and Japanese Prints"
1394,"Another time. From Decadent movement to Modern style"
1395,"The American Indian"
1396,"The Portrait of Vienna in 1900"
1397,"American Style: Early Modernist Works in Minnesota Collections"
1398,"Two Hundred Years of American Art"
1399,"Childe Hassam and George Bellows"
1401,"Le Grand Atelier du Midi"
1402,"Randolph-Macon Women's College 1921"
1403,"Second Annual Exhibition of Painting"
1405,"German Expressionism and France: From Van Gogh and Gauguin to the Blue Rider"
1409,"116th Annual Exhibition of the Pennsylvania Academy of Fine Arts"
1410,"Carson, Pierie & Scott 1922"
1411,"Southeastern Fair 1922"
1412,"Exhibition of Paintings, Drawings and Lithographs by George W. Bellows"
1413,"Milwaukee Art Institute 1923"
1414,"Exhibition of Paintings by George Bellows"
1415,"Paintings by George Bellows"
1416,"George Bellows: Paintings, Drawings and Prints"
1417,"George Bellows"
1418,"Jewelry and Finery, 18th through 20th Centuries"
1419,"American Art Today"
1423,"L'Estampe originale: A Celebrated Album of Original Printmaking"
1424,"27th Annual Local Artists' Exhibition"
1425,"Rochester Art Center 1954"
1426,"Hutchinson Free Public Library"
1427,"The Minneapolis Club 1959 to 1960"
1428,"Cameron Booth"
1429,"Minnesota Department of Education 1971 to 1977"
1430,"Luthern Brotherhood Gallery 1982 to 1983"
1431,"Carleton College 1984 to 1988"
1432,"40th Annual Local Artists' Exhibition"
1433,"Cameron Booth: 48 Paintings from 1946 through 1958"
1434,"The Minneapolis School of Art 1964"
1435,"The Blake School 1969"
1436,"Saint John's University 1966"
1437,"Honeywell 1968"
1441,"First National Bank September 1973"
1442,"Minneapolis College of Art and Design 1972 to 1988"
1443,"Cameron Booth 1967"
1444,"90° South: Chris Willcox"
1446,"U.S. Embassy in Chile 1986 to 1989"
1447,"Bush Foundation 1980 to 1981"
1448,"The Second Minnesota Biennial"
1449,"Cameron Booth 1958"
1450,"The Art of Collecting: Acquisitions at The Minneapolis Institute of Arts 1980-1985"
1451,"Standards: Mark Ostapchuk"
1452,"The Greek of Toledo"
1457,"MCAD@MIA 2012: Field Inversion"
1458,"Layered Abstraction: Quilting and Contemporary Fiber Art"
1464,"33rd Annual Local Artists' Exhibition"
1465,"32nd Annual Local Artists' Exhibition"
1466,"Red Wing Public Library 1949"
1467,"Tweed Hall 1949"
1473,"New Pictures 6: Martin Parr"
1474,"Chair conservation with Richard Sorensen"
1475,"Rosemarie Trockel: un cosmos"
1476,"Winona State Teachers' College 1949"
1477,"Kenyon Public Library 1949"
1478,"Moorhead State Teachers' College 1950"
1479,"New Ulm High School Library 1950"
1481,"Elbow Lake Community Building 1950"
1482,"St. Anthony Park Branch Library 1952"
1486,"Detroit Lakes Public Library 1952"
1487,"Howard Lake Women's Club 1952"
1488,"Floyd and Margareth Brewer"
1490,"Reciprocal Loan to Timken Museum of Art"
1491,"In Our Nature: Tapestries of Helena Hernmarck"
1492,"The other Pedreras.  Centenary of Gaudi's La Pedrera in Barcelona (1912-2012)"
1493,"Beauty and the Social Beast: Jon Eric Riis, Master of Tapestry"
1494,"Beauty Revealed: Images of Women in Qing Dynasty Chinese Painting"
1495,"Chaïm Soutine (1893-1943), l'ordre du chaos"
1497,"Yoga: The Art of Transformation"
1498,"Seven Billion: Gregory Fitz"
1502,"Isohyet, Isopleth: Katelyn Farstad and David Frohlich"
1503,"More Real? Art in the Age of Truthiness"
1505,"Joint Ownership 2012-2014"
1511,"Synthesis 3D: Artist Multiples"
1512,"Drawings from the Bequest of Professor Alfred Moir"
1513,"Rembrandt's Miniature World"
1514,"Bronze"
1515,"Chagall: Modern Master"
1516,"Salvador Dali at Pompidou and MNCARS"
1518,"Governor's Residence: 2012-2013"
1519,"Daumier is Tremendous"
1521,"Artists and Amateurs: Etching in Eighteenth Century France"
1522,"Balthus: Cats and Girls"
1523,"Goya: Order and Disorder"
1524,"Modern Spirit: The Art of George Morrison"
1525,"Luke Aleckson ""U.N.P.A.C. (Uniform Non-coding Parallax Autostereogrammic Cyclopti-cryptograms)"""
1526,"Justin Quinn ""Deeper Wonders Than the Waves"""
1533,"Andy Warhol and his Contemporaries: an urban milieu--New York in the 60s and 70s"
1534,"Focus on a Masterpiece: Albrecht Dürer's Melencolia"
1535,"Coming Out Party: Broc Blegen"
1536,"Remnants and Rumination: Binod Shrestha"
1537,"Pre-Raphaelites: Victorian Art and Design"
1538,"Winterlights at the Purcell-Cutts House 2012"
1539,"New Pictures 7: Stan Douglas: Then and Now"
1547,"A Handsome Cupboard of Plate: Early American Silver in the Cahn Collection"
1548,"Picturing Poverty: Artistic Views of the Poor in the Baroque Era"
1549,"Visions from the Forests: The Art of Liberia and Sierra Leone"
1550,"Supper with Shakespeare: The Evolution of English Banqueting"
1553,"Edo Pop: The Graphic Impact of Japanese Prints (JS)"
1554,"The House We Built: Feminist Art Then and Now"
1555,"China's Terracotta Warriors: The First Emperor's Legacy"
1556,"The World at Work: Images of Labor and Industry, 1850 to Now"
1557,"Conversations with Wood: Selections from the Waterbury Collection [tour]"
1559,"Danish Modern: Design for Living"
1561,"Infinite Place: The Ceramic Art of Wayne Higby"
1562,"for display in the Rijksmuseum permanent collection galleries"
1563,"La couleur réfléchie, l'impressionnisme à la surface de l'eau"
1564,"Only in Canada"
1565,"Impressionsists on the Water"
1568,"Signac, les couleurs de l'eau"
1569,"Impressionist France: Visions of Nation from Le Gray to Monet"
1571,"Delacroix and the Matter of Finish"
1572,"Class Distinctions: Dutch Painting in the Age of Rembrandt and Vermeer"
1573,"Florence!"
1574,"Degenerate Art: The Attack of Modern Art in Nazi Germany, 1937"
1575,"Seurat. Master of Pointillism"
1576,"Rembrandt: The Late Works"
1577,"Exposure: Degenerate Art by Hitler - Sale of Lucerne, 1939"
1578,"Working Among Flowers: Floral Still Life Painting in Nineteenth-Century France"
1582,"Sargent: Portraits of Artists and Friends"
1583,"Upholstery project with the set of four Hanna Chairs"
1584,"Dal Giglio al David.  Arte civica a Firenze fra Medioevo e Rinascimento"
1587,"8th Biennial Eiteljorg Contemporary Art Fellowship"
1588,"Witness: Art and Civil Rights in the Sixties"
1589,"Audubon and the Art of Birds"
1590,"Superimpostor: Brett Smith"
1591,"Underwater: David Bowen"
1592,"New Pictures 8: Sarah Jones"
1593,"Women in Soviet Art"
1594,"Verbatim: Allen Brewer"
1595,"The Progressive Pencil: George Elmslie's Prairie School Drawings"
1596,"It's New / It's Now: Recent Gifts of Contemporary Prints and Drawings"
1597,"Battles in the Bedroom: Courtship and Marriage in Renaissance Italy"
1598,"Trever Nicholas ""Luma (Voronoi Cellscape)"""
1599,"UMWELT: Ryuta Nakajima"
1600,"The Horse in Art"
1601,"Intent to Deceive: Fakes and Forgeries in the Art World"
1602,"Sacred"
1603,"Oskar Kokoschka: The Self in Focus"
1604,"American Impressionism, A New Vision, 1880-1900"
1606,"Francis Bacon and Henry Moore: Terror and Beauty"
1607,"Hell is a Place We Made: Visions of Dante's Inferno"
1608,"New Objectivity: Modern German Art in the Weimar Republic 1919-1933"
1609,"Brancusi, Rosso, Man Ray - Framing Sculpture"
1610,"Marks of Genius: 100 Extraordinary Drawings from the Minneapolis Institute of Arts"
1611,"Gauguin: Metamorphoses"
1612,"Chasing Matisse: American Moderns Under the Influence"
1613,"Africa Now: Fashioning Personhood"
1614,"Alley Atlas: Andy Sturdevant"
1615,"midday: Sarah Burns"
1616,"Winterlights at the Purcell-Cutts House 2013"
1617,"The Library of El Greco"
1618,"Shells: Magic and Science"
1619,"Giovanni Segantini: Il ritorno a Milano"
1620,"Goya's Portraits: The Spirit of an Age"
1621,"Audubon to Warhol: The Art of American Still Life"
1622,"Art at the Center: 75 Years of Walker Collections"
1624,"Under the Surface: Surrealist Photography"
1625,"Aldobrandini Tazze Research Project"
1626,"Ireland: Crossroads of Art and Design, 1690-1840"
